@format=column,CD_Sacrifice_Order_[Rank],HFD_Sacrifice_Order_[Rank],CD_Sacrifice_Order_[Weeks],HFD_Sacrifice_Order_[Weeks],CD_BodyWeight_Wk8_[g],HFD_BodyWeight_Wk8_[g],CD_BodyWeight_Wk16_[g],HFD_BodyWeight_Wk16_[g],CD_BodyWeight_Wk28_[g],HFD_BodyWeight_Wk28_[g],CD_BodyWeight_Sacrifice_[g],HFD_BodyWeight_Sacrifice_[g],CD_BodyWeight_NIBP_[g],HFD_BodyWeight_NIBP_[g],CD_BodyWeight_preCLAMS_[g],HFD_BodyWeight_preCLAMS_[g],CD_FatMass_preCLAMS_[g],HFD_FatMass_preCLAMS_[g],CD_FatMass_preCLAMS_[%],HFD_FatMass_preCLAMS_[%],CD_LeanMass_preCLAMS_[g],HFD_LeanMass_preCLAMS_[g],CD_LeanMass_preCLAMS_[%],HFD_LeanMass_preCLAMS_[%],CD_BodyWeight_preWheel_[g],HFD_BodyWeight_preWheel_[g],CD_FatMass_preWheel_[g],HFD_FatMass_preWheel_[g],CD_FatMass_preWheel_[%],HFD_FatMass_preWheel_[%],CD_LeanMass_preWheel_[g],HFD_LeanMass_preWheel_[g],CD_LeanMass_preWheel_[%],HFD_LeanMass_preWheel_[%],CD_BodyWeight_postWheel_[g],HFD_BodyWeight_postWheel_[g],CD_FatMass_postWheel_[g],HFD_FatMass_postWheel_[g],CD_FatMass_postWheel_[%],HFD_FatMass_postWheel_[%],CD_LeanMass_postWheel_[g],HFD_LeanMass_postWheel_[g],CD_LeanMass_postWheel_[%],HFD_LeanMass_postWheel_[%],CD_BWGain_8-16Weeks_[g],HFD_BWGain_8-16Weeks_[g],CD_BWGain_8-16Weeks_[%],HFD_BWGain_8-16Weeks_[%],CD_BWGain_8-28Weeks_[g],HFD_BWGain_8-28Weeks_[g],CD_BWGain_8-28Weeks_[%],HFD_BWGain_8-28Weeks_[%],CD_BWLoss_AfterExercise_[%],HFD_BWLoss_AfterExercise_[%],CD_FatMassLoss_AfterExercise_[%],HFD_FatMassLoss_AfterExercise_[%],CD_BodyWeightLoss_PreSacrifice_[g],CD_DiastolicBP_NIBP_[mmHg],HFD_DiastolicBP_NIBP_[mmHg],CD_SystolicBP_NIBP_[mmHg],HFD_SystolicBP_NIBP_[mmHg],CD_HeartRate_NIBP_[bpm],HFD_HeartRate_NIBP_[bpm],CD_DayRER_CLAMS_[ratio],HFD_DayRER_CLAMS_[ratio],CD_NightRER_CLAMS_[ratio],HFD_NightRER_CLAMS_[ratio],CD_24hRER_CLAMS_[ratio],HFD_24hRER_CLAMS_[ratio],CD_DayVO2_CLAMS_[mL/kg/hr],HFD_DayVO2_CLAMS_[mL/kg/hr],CD_NightVO2_CLAMS_[mL/kg/hr],HFD_NightVO2_CLAMS_[mL/kg/hr],CD_24hVO2_CLAMS_[mL/kg/hr],HFD_24hVO2_CLAMS_[mL/kg/hr],CD_DayVCO2_CLAMS_[mL/kg/hr],HFD_DayVCO2_CLAMS_[mL/kg/hr],CD_NightVCO2_CLAMS_[mL/kg/hr],HFD_NightVCO2_CLAMS_[mL/kg/hr],CD_24hVCO2_CLAMS_[mL/kg/hr],HFD_24hVCO2_CLAMS_[mL/kg/hr],CD_NightXTot_CLAMS_[#/12hr],HFD_NightXTot_CLAMS_[#/12hr],CD_NightZTot_CLAMS_[#/12hr],HFD_NightZTot_CLAMS_[#/12hr],CD_FoodInTotal_CLAMS_[g],HFD_FoodInTotal_CLAMS_[g],CD_FoodInTotal_CLAMS_[kCal],HFD_FoodInTotal_CLAMS_[kCal],CD_WaterInTotal_CLAMS_[mL],HFD_WaterInTotal_CLAMS_[mL],CD_Glucose0min_OGTT_[mg/dL],HFD_Glucose0min_OGTT_[mg/dL],CD_Glucose15min_OGTT_[mg/dL],HFD_Glucose15min_OGTT_[mg/dL],CD_Glucose30min_OGTT_[mg/dL],HFD_Glucose30min_OGTT_[mg/dL],CD_Glucose45min_OGTT_[mg/dL],HFD_Glucose45min_OGTT_[mg/dL],CD_Glucose60min_OGTT_[mg/dL],HFD_Glucose60min_OGTT_[mg/dL],CD_Glucose90min_OGTT_[mg/dL],HFD_Glucose90min_OGTT_[mg/dL],CD_Glucose120min_OGTT_[mg/dL],HFD_Glucose120min_OGTT_[mg/dL],CD_Glucose150min_OGTT_[mg/dL],HFD_Glucose150min_OGTT_[mg/dL],CD_Glucose180min_OGTT_[mg/dL],HFD_Glucose180min_OGTT_[mg/dL],CD_GlucoseAUC_OGTT_[AUC],HFD_GlucoseAUC_OGTT_[AUC],CD_InsulinAUC_OGTT_[AUC],HFD_InsulinAUC_OGTT_[AUC],CD_Insulin0min_OGTT_[ng/mL],HFD_Insulin0min_OGTT_[ng/mL],CD_Insulin15min_OGTT_[ng/mL],HFD_Insulin15min_OGTT_[ng/mL],CD_Insulin30min_OGTT_[ng/mL],HFD_Insulin30min_OGTT_[ng/mL],CD_Fasted_Glucose_Insulin_[ratio],HFD_Fasted_Glucose_Insulin_[ratio],CD_Glucose_Insulin_15m_OGTT[ratio],HFD_Glucose_Insulin_15m_OGTT[ratio],CD_Glucose_Insulin_30m_OGTT[ratio],HFD_Glucose_Insulin_30m_OGTT[ratio],CD_Glucose*Insulin_Fasted,HFD_Glucose*Insulin_Fasted
BXD40,39,40.0,175,178.0,22.487499999999997,19.26,27.97,27.67,26.826666666666668,31.94,24.75,32.21,25.72,29.3075,25.22,27.67,1.99,6.88,7.9,24.86,22.13,19.99,87.75,72.23,28.1,31.54,3.65,9.82,12.931182070360961,30.89836452225747,23.15,20.93,82.50647744833627,66.58647486017855,27.48,27.1,2.34,5.0,8.513578344272975,17.91926679608877,23.995,20.8,87.3,77.5,2.28,8.41,11.202691547554526,43.87,3.49,12.68,15.04,65.67,2.066583981940623,14.223034749975767,34.89903250836456,50.896,2.386666666666668,99.0,76.0,121.0,112.75,0.0,0.0,0.883,0.737,0.943,0.753,0.921,0.746,2789.0,2837.0,3310.0,3626.0,3091.0,3291.0,2495.0,2090.0,3131.0,2729.0,2864.0,2458.0,32879.0,35918.0,8608.0,7597.0,0.0,0.0,0.0,0.0,2.36,1.79,91.2,100.3,314.3,324.0,297.0,412.3,262.8,418.0,231.3,367.3,160.8,239.8,120.0,167.0,111.0,132.8,109.8,123.0,32404,44247.0,12.75,18.175,0.02,0.02,0.7174999999999999,0.8674999999999999,0.245,0.665,60071428.57142857,12875000.0,7613905.226606081,3979239.501536361,14818627.450980391,6623812.570396873,2.1175,2.06
BXD43,17,17.0,57,57.0,23.13,23.1625,30.75,36.21,32.776666666666664,50.22,30.78,49.24,27.52,39.2,30.75,36.21,5.529,9.017,17.32,24.56,23.801,25.52,77.96,70.77,32.29,43.87,5.08,14.23,15.441312895245614,32.299033609600045,25.67,27.79,79.81,63.44,30.37,37.1,6.07,7.5,9.75,20.04,25.761,27.756,85.22,74.99,7.6175,13.586,32.5,59.9,10.17,27.59,44.821785022740166,121.94604270659998,5.8953068139426215,15.373105765598915,43.765630239495145,48.12756273012963,3.219999999999999,68.5,67.3,97.3,101.7,758.0,709.5,0.800275,0.752,0.888,0.776,0.854,0.767,2621.0,2649.0,3230.0,3257.0,2943.0,2971.0,2108.0,1988.0,2841.0,2543.0,2532.0,2282.0,40038.0,29792.0,13697.0,7848.0,2.998,2.213,9.293800000000001,11.286299999999999,1.99,1.447,82.3,89.3,367.3,344.7,431.5,487.0,390.3,492.0,343.0,462.8,245.5,353.7,180.0,262.3,144.5,190.0,125.3,154.0,45148,57433.0,16.61,26.69,0.155,0.007,0.77,1.175,0.521,1.2,1340872.3747980613,48000000.0,6930611.428367458,3004147.526249491,34482922.61786433,4221515.605109196,12.84425,0.64
BXD44,1,1.0,1,1.0,24.0,23.8,33.954,50.36,37.32,65.79,34.116,64.536,34.4,56.2,36.8325,52.46,13.79775,28.05725,33.49622,52.87752,21.8926,23.2312,63.88401,45.08158,40.27,62.57,16.44,36.77,40.699,58.68,22.55,24.73,56.1,39.59,34.685,62.245,9.13,35.74,26.23,57.36,24.32,25.269,70.2,40.62,9.954,26.56,41.51907,112.1988,12.058,39.94,50.252711065102375,170.3614015151515,7.4444230944192755,2.19,44.16525591626086,2.654396936970772,3.8840000000000003,79.625,82.625,107.75,126.875,625.375,584.0,0.84006,0.7803,0.87498,0.78628,0.8609,0.7838,2344.0,2010.0,2633.0,2247.0,2521.0,2155.0,1978.0,1576.0,2307.0,1772.0,2180.0,1696.0,20465.0,14586.0,4319.0,5530.0,1.375,3.085,4.2625,15.7335,0.69,0.895,120.6,238.4,356.4,370.0,447.0,566.0,521.6,600.0,554.2,572.6,379.8,543.8,211.6,370.0,144.0,349.0,136.2,276.6,70698,88299.0,37.346,57.96,1.539,1.9148,1.1992,1.337333,1.0418,1.6365,2834403.858707563,632518.7172786801,3119504.011796678,1069056.6771483892,16548189.637539728,1201412.5571918741,70.33099999999999,1021.5409999999999
BXD45,2,2.0,4,4.0,24.2,21.0,30.266,34.886,32.6,43.7,32.4375,44.6,31.3,38.1,29.7,37.08,2.61975,11.391,8.7275,30.62,26.392,24.57975,87.555,66.4,32.116,44.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.288,39.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.066,13.886,25.37745,66.12381,8.376,22.716,34.6759420289855,108.17142857142858,7.535940032435998,13.466383446759977,0.0,0.0,1.7,88.875,78.71428571428571,111.875,101.85714285714286,763.125,760.1428571428571,0.90285,0.769975,0.992625,0.78605,0.956675,0.7796,2799.0,2914.0,3394.0,3511.0,3163.0,3280.0,2514.0,2244.0,3358.0,2764.0,3031.0,2563.0,31794.0,30202.0,6011.0,5500.0,4.143,1.622,12.8433,8.2722,2.85,1.79,154.75,163.25,320.0,277.5,280.25,286.75,237.75,288.5,223.0,283.0,0.0,0.0,155.25,219.5,142.0,182.0,0.0,0.0,35661,41125.0,28.095,97.5425,0.508,2.114,0.88925,4.2285,1.4595,2.43375,3295504.5409170133,810702.1210882897,3879064.642231453,742678.6265214318,2442443.597330315,1199329.43809393,80.51075,351.36725
BXD48,21,21.0,71,71.0,27.53,25.69,35.24,47.32,38.44,56.52,37.01,49.1,35.51,50.49,33.88,49.3,6.48,21.6,19.1,43.71,26.086,26.33975,77.07,53.46,37.228,55.414,10.22,26.57,26.87,47.92,25.84,27.51,69.98,49.65,35.02,49.97,7.56,21.65,21.288,43.067,26.223,26.9638,75.1799,54.211,7.695999999999998,21.636,27.868862491947503,83.96924731976668,10.9,30.83,39.53933756336899,120.22749969386389,5.500289656463295,10.015626796556623,24.50692869070858,18.938439507789813,2.17,77.9,73.8,110.0,107.2,714.887,737.0,0.856,0.786,0.888,0.764,0.876,0.773,1762.0,1716.0,2195.0,1935.0,1985.0,1832.0,1499.0,1353.0,1967.0,1481.0,1740.0,1421.0,22827.0,19119.0,6867.0,7902.0,0.0,0.0,0.0,0.0,1.42,1.17,93.0,145.0,317.0,390.0,340.0,477.0,310.0,473.0,264.0,464.0,180.0,371.0,145.0,271.0,125.0,206.0,113.0,175.0,36359,59689.0,29.86,105.45,0.167,1.418,1.307,3.878,1.018,3.242,4039972.2735674675,1087606.7936917983,2691256.997739664,1213538.7448940245,3273459.650840575,1603629.3192790134,15.949750000000002,228.36533333333333
BXD48a,10,12.0,16,24.0,29.78,30.2,38.216,50.3,44.0,58.7,44.354,61.386,39.4,54.3,38.216,50.185,8.508,20.698,21.952,41.158,28.8072,28.217,75.67,56.312,41.567,62.08,10.567,26.32,25.29,42.36,29.822,34.45,71.833,55.55,41.4,56.4,8.2,23.19,20.59,41.02,29.899,31.713,76.14,56.3,8.436000000000002,20.1425,28.123264182787672,66.7824853631723,14.23,28.34,47.69266722614886,93.24383191261319,2.999717716136792,9.228066796456707,22.055095275777422,12.107361060200967,2.85,77.83,74.0,109.67,111.33333333333333,676.0,685.1666666666666,0.8201,0.750875,0.85586,0.7466,0.84154,0.748325,2322.0,2274.0,2772.0,2488.0,2598.0,2405.0,1902.0,1713.0,2382.0,1863.0,2196.0,1805.0,23715.0,18891.0,6096.0,2831.0,2.29,1.14,7.099,5.813999999999999,1.464,0.275,124.6,159.3,326.8,417.7,304.4,445.3,285.8,454.7,260.2,451.0,199.6,390.7,182.0,341.7,158.6,276.7,147.6,240.7,38964,64988.0,73.06,331.1,0.8334,9.793333,3.5046,11.74867,1.8986,10.85433,2654704.7545749336,178766.81817764815,1256999.6289447048,356841.4059820539,1766734.73931031,417510.22594281525,117.85619999999999,1561.4383333333333
BXD49,21,21.0,71,71.0,32.0,32.1,36.64,44.17,40.87,52.64,39.62,47.02,37.1,46.18,36.64,44.17,4.76,12.92,12.91,29.1,30.73,30.023,83.94,68.14,37.82,52.69,5.33575,19.954,14.1037,36.545,31.2085,31.291,82.521,60.665,39.97,51.72,6.56,19.23,16.42,35.567,32.2195,30.8532,80.6278,61.0697,4.437499999999999,10.674,13.785921215703768,33.059068617007036,8.668,20.745,26.91959982304857,64.18707460828564,-5.683024394451091,2.3759259193247866,-24.41446399451894,5.5705978530181275,2.0,68.3,73.8225,97.0,107.175,712.0,736.91875,0.863,0.811,0.895,0.8038,0.882,0.808,1744.0,1887.0,2487.0,2257.0,2149.0,2089.0,1491.0,1524.0,2240.0,1832.0,1899.0,1692.0,25164.0,20556.0,6358.0,6057.0,0.0,0.0,0.0,0.0,3.16,2.55,89.0,113.0,311.0,267.0,266.0,273.0,239.0,237.0,212.0,220.0,159.0,196.0,144.0,187.0,130.0,172.0,127.0,166.0,33064,36531.0,13.03,54.24,0.0,0.606,0.795,2.3535,0.344,1.995,0.0,1618002.0965047334,4299907.408552244,1299205.637091449,9547314.814083528,1881117.7347542858,0.0,66.784
BXD50,31,36.0,96,113.0,27.65,27.37,33.89,43.818,38.58,48.116,35.96,48.02,35.0225,40.956,36.93,43.82,9.8,0.0,25.7,0.0,25.6,0.0,70.26,0.0,35.83,46.07,8.26,0.0,22.03,0.0,26.3,0.0,74.49,0.0,34.72,42.39,6.15,14.76,17.36,34.71,26.49,26.17,34.72,61.85,4.484,16.448,15.729432811098054,60.72049018138432,10.22,20.746,36.474006833058674,76.65807840556951,2.621482742791172,7.419309161765962,14.485954321386656,0.0,2.62,58.6,73.75,96.0,105.6,657.0,655.3,0.741,0.664,0.793,0.674,0.769,0.67,2569.0,2452.0,2923.0,3079.0,2762.0,2856.0,1909.0,1629.0,2330.0,2086.0,2139.0,1923.0,29192.0,28314.0,12253.0,11437.0,1.908,0.0,5.9148,0.0,1.176,0.548,91.0,144.2,258.0,327.8,280.0,290.2,262.0,294.4,268.0,291.2,229.0,223.2,179.0,187.0,157.0,161.8,150.0,156.6,37750,41021.0,48.02,122.05,0.1183,1.896,2.0735,5.084,2.11,4.22,3999293.4110581167,1007132.1924118486,1425527.8302994585,767410.6792307587,1452087.3722318346,829376.514214542,14.53775,272.13040000000007
BXD51,2,2.0,4,4.0,26.2,27.75,31.828,51.2275,35.5,59.6,32.09,64.07,33.0,54.5,31.545,52.523,5.69225,25.7155,17.6525,48.8175,24.4735,25.28775,77.975,48.285,35.364,61.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.896,55.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.628,23.4775,21.458132625994697,84.71894393241168,9.284,31.83,34.87544827586207,115.26297448370029,6.462758327932396,9.191689970925083,0.0,0.0,1.8099999999999952,75.625,62.5,101.625,98.625,691.0,660.75,0.824175,0.768,0.895775,0.773325,0.86715,0.771175,2904.0,2287.0,3490.0,2689.0,3263.0,2533.0,2382.0,1758.0,3113.0,2083.0,2830.0,1957.0,42678.0,22257.0,12564.0,4338.0,2.815,1.81,8.7265,9.231,2.0,0.81,119.0,178.25,215.75,313.0,222.25,358.25,202.0,382.25,179.0,367.0,0.0,0.0,142.5,193.5,125.25,191.25,0.0,0.0,28369,46108.0,29.8975,82.7875,0.99025,1.8715,1.09125,2.802,0.81375,3.56375,1277418.292654945,989563.2035736578,1973757.9890735806,1104957.0397440959,2751410.647282515,1084725.4483215488,116.1525,332.90375
BXD53,46,46.0,281,281.0,24.68,26.23,31.784,43.148,34.874,49.054,33.967999999999996,47.92,32.124,44.888,31.784,43.148,3.7600000000000002,12.927000000000001,11.56,29.77,27.803199999999997,30.143600000000003,87.73,70.06,34.040000000000006,48.775999999999996,5.4402,17.378000000000004,15.65,35.6,28.5246,31.3016,84.1,64.21,32.504,42.948,3.7234000000000003,12.816000000000003,11.133,29.55,28.596799999999995,30.065999999999995,88.3,70.3,7.104000000000001,16.918,28.688962280556552,64.86414941807018,10.194000000000003,22.823999999999998,40.95271348247735,87.36508829386922,4.232412658564125,11.804973713274606,0.0,0.0,1.9320000000000015,81.2,75.2,110.2,105.6,598.0,666.4,0.841,0.774,0.901,0.776,0.877,0.775,2754.0,2510.0,3386.0,2962.0,3135.0,2801.0,2325.0,1946.0,3058.0,2303.0,2764.0,2177.0,40771.8,34933.4,10968.0,13076.6,2.7840000000000034,2.1829999999999927,8.63040000000001,11.133299999999963,1.664,1.28,84.6,166.8,339.2,423.0,287.2,465.8,241.4,458.8,195.0,458.8,133.6,317.0,112.6,254.6,95.0,201.6,98.6,197.2,29754,57240.2,12.677,52.965999999999994,0.0,0.8351076000000001,0.6740244000000001,2.289996,0.3415172,1.6435206,0.0,2632147.339828643,8765996.241289672,2098341.74629002,23413775.58740809,3156385.331844428,0.0,143.9893604
BXD55,4,4.0,6,6.0,24.4,21.6,29.828,32.964,30.6,41.7,30.044,43.6475,30.6,36.7,30.198,33.694,3.8924,6.2582,12.736,18.422,24.887,26.132,82.532,77.718,30.858,41.908,2.105,5.877,7.01,16.5825,25.4842,27.2925,86.676,77.845,29.45,35.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.428,11.364,22.22308695652174,52.786053077357415,6.222,19.98,25.49065217391304,92.31246470920384,4.549114909070934,14.883446722547719,0.0,0.0,1.96,93.0,87.75,122.0,116.0,682.25,624.75,0.82776,0.79976,0.91928,0.81788,0.88288,0.81082,2753.0,3871.0,3417.0,4518.0,3160.0,4268.0,2286.0,3092.0,3133.0,3710.0,2805.0,3471.0,32170.0,36785.0,5522.0,7214.0,2.638,3.048,8.1778,15.544799999999999,2.224,3.44,91.2,77.5,183.4,199.5,217.8,251.25,197.4,251.5,172.6,231.0,133.8,173.75,118.4,144.25,108.4,133.0,109.0,131.25,26000,31812.0,41.034,45.9625,2.295,1.192,1.0912,2.172,0.9934,1.3515,505702.72251260205,686764.4003242408,1897915.615764501,947488.8735791283,2311577.6606066646,1930472.3107388224,209.342,92.54675
BXD56,30,30.0,91,91.0,26.95,25.87,32.22,39.22,34.38,44.79,32.32,41.285,31.22,39.88,32.22,39.22,5.27,10.5,16.31,26.8,25.7,27.46,79.823,70.0,33.52,41.18,4.1,10.9,12.1,26.41,27.8,28.77,82.99,69.83,31.8,40.0,2.38,9.045,7.48,22.6,27.95,29.486,87.87,73.66,5.268000000000002,13.5475,19.515324105797713,52.83589838663287,7.15,18.73,26.2571338870857,72.34010700871661,5.085341417003525,2.776691989480385,41.16052556453412,68.937,2.39,73.6,85.2,104.0,119.9,726.6,719.1,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,2760.0,3452.0,3331.0,3181.0,3118.0,1519.0,1536.0,2082.0,1920.0,1853.0,1776.0,28637.0,24586.0,4898.0,3513.0,2.424,1.318,7.5144,6.7218,2.132,1.535,82.0,118.8,267.0,311.3,295.0,421.3,305.4,425.3,284.6,420.3,221.4,324.5,176.2,271.8,139.0,219.5,127.8,188.3,38051,55009.0,20.914,58.92,0.329,0.729,0.872,2.49,0.72,2.15,4226997.527944228,1703578.2841936569,3475765.316596149,1268796.041175885,7460840.442856816,2126301.2051689406,28.52904,90.159
BXD60,20,39.0,65,175.0,27.94,32.78,34.48,55.4,45.34,64.79,45.38,62.62,37.94,56.39,36.34,55.75,8.15,25.55,22.04,45.86,26.67,28.68,73.76,51.41,38.46,61.35,9.88,30.59,24.32,49.9,28.056,29.01,72.1,47.25,38.858,58.88,9.44,29.27,23.37,49.72,27.779,27.96,72.31,47.45,4.68,22.61,16.66,69.2,19.25,32.0,68.4199737830435,97.9,-0.5737946902011437,3.994652382062158,5.488033411787638,4.231,2.57,91.58,93.2,117.22,122.4,663.43,627.6,0.794,0.718,0.856,0.716,0.832,0.716,2608.0,1806.0,3198.0,2083.0,2920.0,1967.0,2112.0,1300.0,2769.0,1497.0,2460.0,1414.0,35852.0,18765.0,10354.0,6144.0,4.324,0.0,13.4044,0.0,3.596,0.0,110.8,193.5,210.6,351.2,235.6,321.0,219.8,330.2,201.8,346.6,150.2,312.4,136.2,243.8,119.6,206.0,110.2,198.8,29195,50111.0,47.03,0.0,0.1816,0.0,1.762,0.0,1.547,0.0,6731318.520421714,0.0,1532258.4318774526,0.0,1898059.4034627448,0.0,21.1964,673.04
BXD61,7,7.0,10,10.0,26.5,27.0,32.8,45.514,34.8,53.2,34.39,53.032,32.0,50.5,32.79667,48.8,6.380667,18.827,19.48667,38.546,25.72633,28.994,78.41,59.442,34.78333,53.706,6.684667,22.7954,19.22,42.42,27.20633,29.7338,78.20333,55.388,30.917,53.21,3.36,22.25,10.85,41.732,26.04,29.36,84.29,55.25,6.296667,18.514000000000003,24.01241,68.59461372677893,8.27,26.21,31.07421129980931,97.50404343293977,11.132511266373271,0.9144342964610432,50.1538978839057,2.5429124654751534,0.0,79.857,79.75,111.0,110.375,743.0,709.7,0.8472334,0.78924,0.9360333,0.80688,0.9005,0.79982,2716.0,2129.0,3322.0,2573.0,3088.0,2401.0,2311.0,1680.0,3098.0,2080.0,2794.0,1925.0,32124.0,22043.0,5755.0,5181.0,3.667,2.626,11.3677,13.392599999999998,2.487,1.632,96.3,144.4,207.3,250.8,221.3,293.8,201.6,321.0,191.0,332.0,159.7,243.4,135.7,207.0,108.7,180.2,103.0,160.6,28140,42864.0,28.84,263.5,0.69,4.805,1.062333,10.1946,1.030333,9.9428,2219244.6556715476,343666.7886513085,1961858.5613958612,313863.49755622406,6119709.551880124,314001.5416385662,64.53966666666666,690.9797999999998
BXD62,14,14.0,32,32.0,25.32,25.84,29.72,38.75,31.96,45.51,31.15,45.54,30.5,41.57,29.48,39.97,2.88,13.0,9.91,32.54,25.36,25.778,86.32,64.47,31.63,43.86,4.23,17.1,13.1,39.01,26.29,25.65,83.45,58.44,31.81,42.77,4.35,16.14,13.59,37.77,26.54,25.313,83.5,59.16,4.4,12.907499999999999,17.48,49.937938472789554,6.64,19.6678,26.104433746990544,76.11501237270902,-0.7750302282759992,2.4899918020027916,-33.69615927305172,5.5602505614037705,2.75,74.281,74.0,103.504,101.54,628.59,691.88,0.812,0.757,0.904,0.78,0.868,0.772,2452.0,2309.0,3049.0,2673.0,2751.0,2491.0,2049.0,1749.0,2793.0,2099.0,2421.0,1924.0,23269.0,24168.0,2775.0,4827.0,3.36,1.7,10.416,8.67,2.775,1.695,137.0,132.0,272.0,315.0,189.0,364.0,186.0,371.0,168.0,361.0,142.0,313.0,134.0,253.0,127.0,213.0,121.0,178.0,28390,50864.0,22.38,103.1,0.0,1.57,1.36,4.11,0.256,3.45,0.0,856327.0297622745,2261080.8677286217,853153.8593499888,13231276.254067138,1270424.013094991,0.0,206.62175
BXD63,13,13.0,30,30.0,27.25,30.75,33.21,46.45,36.95,47.87,35.4,48.5,34.98,48.47,34.56,45.45,9.467,19.376,27.34,42.82,24.0,24.8,69.59,54.64,37.01,46.1,9.89,18.57,26.32,40.3,25.81,26.3,70.11,57.05,34.9,41.18,7.43,13.9,20.79,33.65,26.33,26.15,75.95,63.6,5.96,15.702499999999999,22.05,51.22654401857184,9.41,19.085,36.22822460672243,66.31322628828565,5.672023588997316,10.641014031198178,25.663548347382065,25.329481511519397,1.3,93.11,76.0,114.125,105.625,694.625,661.375,0.787,0.765,0.873,0.783,0.841,0.777,2508.0,2312.0,2967.0,2814.0,2738.0,2566.0,1975.0,1769.0,2631.0,2223.0,2303.0,1999.0,30107.0,22804.0,7952.0,5777.0,3.192,2.252,9.8952,11.485199999999997,2.588,1.79,122.0,198.0,344.0,440.0,380.0,506.0,359.0,546.0,348.0,547.0,295.0,529.0,221.0,444.0,187.0,365.0,168.0,281.0,48596,80500.0,44.3,100.17,0.71,2.46,1.79,3.32,1.372,4.267,1800303.7641128295,857687.2188445348,1990344.8123275698,1344847.5414600852,3600509.9645657353,1246851.4145498676,88.24675,494.282
BXD64,22,22.0,73,73.0,25.57,25.01,33.12,43.42,33.72,50.24,32.49,50.065,32.6,44.25,33.12,43.42,7.71,17.34,23.22,39.73,24.36,24.83,73.6,57.4,34.1,47.4,8.06,20.41,23.52,42.77,25.03,25.7,73.52,54.5,31.8,43.58,5.47,16.66,17.18,37.986,25.44,25.767,80.01,59.34,8.59,17.847500000000004,35.03,70.01096861273685,9.19,24.67,37.64292350863014,96.52646503983738,6.384518892032279,7.9306602757970435,30.171714561062146,17.64576186627157,2.26,89.84,97.3,120.0,121.8,674.55,636.37,0.783,0.751,0.834,0.767,0.814,0.76,2336.0,2490.0,2730.0,2891.0,2584.0,2728.0,1870.0,1910.0,2327.0,2239.0,2108.0,2084.0,28436.0,29756.0,4857.0,6348.0,2.013,1.782,6.2402999999999995,9.088199999999999,1.315,1.365,79.0,138.0,246.0,358.0,263.0,468.0,268.0,511.0,254.0,511.0,213.0,476.0,195.0,437.0,180.0,390.0,168.0,340.0,38095,76776.0,25.42,28.34,0.3155,1.048,1.072,0.9523,0.919,1.019,2704320.066660062,1372644.022549471,3317016.28239987,4199929.845219762,3350126.0976561867,12724904.906059727,24.352249999999998,149.38933333333333
BXD65,19,19.0,63,63.0,28.18,29.2,40.07,51.28,48.3,64.44,47.113,64.05,39.46,52.65,40.07,51.28,11.6,22.63,29.03,44.14,27.17,27.3,67.66,53.22,46.43,58.913,14.47,28.37,31.26,48.15,28.003,28.887,60.59,49.03,45.49,59.81,15.11,29.1,33.201,48.66,28.884,28.975,63.5,48.45,11.9,22.075000000000003,42.9,76.63329565076978,20.12,35.24,72.88978428107666,122.60404943476077,-0.8775074940290195,-1.5332102071926912,-4.51782290711002,-2.6063296325108265,2.07,80.9,79.5,109.489,101.0,644.72,637.0,0.792,0.756,0.859,0.765,0.835,0.762,2385.0,2353.0,2649.0,2772.0,2529.0,2581.0,1902.0,1786.0,2289.0,2129.0,2113.0,1973.0,28290.0,29471.0,6586.0,8484.0,3.512,2.288,10.8872,11.668799999999997,1.3,1.395,143.0,198.5,302.5,379.75,327.88,396.5,331.25,392.25,307.25,350.75,244.75,325.5,210.0,292.75,181.25,247.75,169.75,208.25,44016,56012.0,79.25,156.45,1.51,4.35,3.13,4.44,3.12,5.17,959533.9370489131,483620.4631286599,1129383.026344332,858214.5022362501,1083466.6250491557,817237.0072544302,217.21800000000002,909.1195
BXD65a,32,33.0,100,102.0,30.72,29.85,41.87,47.81,44.04,54.0,44.406,52.24,40.91,47.09,42.246,47.81,11.15,18.16,26.41,37.91,29.675,28.63,70.23,59.94,44.886,53.245,12.5536,21.96,27.96,41.04,30.755000000000003,29.43,68.52,55.45,40.538,51.03,8.56,20.1,20.85,38.95,30.385,29.17,75.212,57.5,11.522,17.965,37.56548690674103,60.15294424291657,13.314,24.16,43.511252852607356,80.73149339340954,9.673277874319963,4.21,32.11459499996033,8.999969323464564,2.72,83.4,81.4,108.3,111.3,643.2,622.3,0.71,0.693,0.781,0.688,0.749,0.69,2469.0,2604.0,2976.0,3068.0,2746.0,2860.0,1756.0,1808.0,2324.0,2111.5,2066.0,1975.0,36876.0,28662.0,8774.0,7424.0,2.876,2.325,8.9156,11.8575,2.04,1.53,146.4,149.25,343.0,326.5,365.0,398.0,361.0,459.8,350.0,472.3,297.0,383.5,263.0,289.8,219.0,221.5,189.0,178.0,51219,59021.0,91.992,120.55,1.76,2.275,3.766,4.74,3.65,4.33,995369.8888317989,717964.4778571799,913172.936858962,741243.9049791011,2584462.8568573585,997019.3715187972,256.736,340.37075
BXD65b,18,0.0,59,0.0,28.4,0.0,41.62,0.0,49.21,0.0,48.38,0.0,42.16,0.0,42.75,0.0,12.96,0.0,30.32,0.0,28.53,0.0,66.7,0.0,45.86,0.0,15.4,0.0,33.5,0.0,28.92,0.0,63.1,0.0,46.1,0.0,15.96,0.0,34.63,0.0,28.4,0.0,61.5,0.0,13.4,0.0,46.08,0.0,21.56,0.0,78.11646921436387,0.0,-0.552,0.0,-3.886257429645679,0.0,3.1,73.411,0.0,102.61,0.0,652.41,0.0,0.801,0.0,0.844,0.0,0.829,0.0,2196.0,0.0,2453.0,0.0,2328.0,0.0,1750.0,0.0,2086.0,0.0,1923.0,0.0,28488.0,0.0,7818.0,0.0,2.852,0.0,8.8412,0.0,1.155,0.0,156.3,0.0,292.0,0.0,243.0,0.0,279.0,0.0,265.0,0.0,213.0,0.0,206.0,0.0,195.0,0.0,189.0,0.0,40575,0.0,54.72,0.0,1.33,0.0,1.9068,0.0,2.154,0.0,1310406.9659196055,0.0,1768047.2044123053,0.0,1136977.6503119608,0.0,204.809,0.0
BXD66,11,11.0,17,17.0,28.29,25.413999999999998,38.0,42.84,44.3,54.4,47.298,60.922,42.41,50.77,42.632,48.936,14.0626,23.6828,32.354,48.218,27.145,23.7436,64.332,48.686,44.656,57.166,14.66,30.177,31.737,52.505,28.009,25.2768,63.801,44.464,44.298,56.88,14.6,29.86,32.2216,51.94,28.0416,25.4526,64.036,45.263,9.709999999999999,17.43,33.63830917662945,68.58074694774666,16.016,29.03,55.98529520359964,114.15970019717474,0.1980744608092781,0.738258360586789,-4.876495752303758,1.4738306272500423,2.2,75.75,76.75,105.125,106.5,698.25,678.125,0.83262,0.76622,0.88416,0.77864,0.86352,0.77366,2054.0,2208.0,2563.0,2646.0,2364.0,2476.0,1710.0,1689.0,2268.0,2067.0,2052.0,1920.0,22293.0,15307.0,5241.0,1859.0,3.136,2.196,9.7216,11.1996,2.648,2.432,113.5,146.5,234.3,243.3,223.6,246.1,224.8,257.8,207.8,250.8,147.0,178.3,127.3,153.0,118.0,147.0,111.3,136.3,29202,34339.0,153.645,215.575,2.28175,4.175,6.98925,8.774,4.22725,7.02125,557692.1690357174,453827.4251781221,472443.8863414191,312261.9825588528,566566.4113779212,379567.0603570704,259.43575,603.03675
